year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2004,75,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6691,106.601
2009,78,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7194,112.102
2005,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7939,120.775
2008,74,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7713,118.076
2007,31,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6206,101.552
2005,32,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9288,138.22
2005,19,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7066,110.671
2004,48,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6416,103.711
2005,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6293,102.446
2009,52,4. Divorced,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6472,104.289
2005,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5162,91.488
2006,77,4. Divorced,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8417,126.683
2005,69,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7143,111.53
2003,18,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.2335,68.956
2004,37,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8291,125.095
2008,60,4. Divorced,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6266,102.164
2008,46,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5113,91.04
2003,23,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.6755,107.285
2008,38,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4795,88.195
2005,37,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.644,103.961
2005,58,4. Divorced,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5169,91.555
2007,19,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5046,90.428
2006,76,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3242,75.502
2003,63,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5225,92.062
2003,33,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7397,114.395
2005,33,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.4922,89.315
2004,71,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.919,136.861
2006,35,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6073,100.212
2005,27,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7392,114.341
2008,43,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4186,82.977
2003,51,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.9192,136.899
2003,20,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6309,102.607
2005,75,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.343,76.935
2003,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7,109.949
2003,18,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3956,81.095
2008,46,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,5.0001,148.425
2005,18,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7483,115.386
2005,26,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.4093,82.21
2009,79,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8755,131.039
2004,24,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7777,118.827
2008,46,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5959,99.075
2004,66,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6084,100.322
2004,46,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6248,101.982
2005,50,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5457,94.224
2003,35,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7364,114.026
2008,39,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5781,97.331
2003,51,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7519,115.806
2006,25,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5083,90.765
2007,22,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4509,85.701
2009,23,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.9169,136.578
2004,78,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8321,125.474
2009,65,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9101,135.652
2005,55,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,5.1217,167.621
2006,48,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7258,112.819
2007,67,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5804,97.557
2003,47,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4203,83.121
2009,70,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4932,89.407
2004,51,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7929,120.653
2005,23,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2783,72.12
2003,42,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.2508,70.161
2006,79,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6856,108.376
2003,18,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5479,94.436
2005,57,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9271,137.974
2006,34,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.3292,75.882
2007,34,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9072,135.261
2009,74,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.1975,66.52
2003,30,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8812,131.793
2006,40,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6737,107.095
2004,21,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3082,74.309
2008,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8537,128.215
2003,22,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6666,106.338
2007,24,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6981,109.744
2006,55,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6795,107.718
2008,32,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.8861,132.442
2008,70,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8289,125.079
2007,24,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.372,79.199
2006,25,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4265,83.635
2004,24,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.3806,79.89
2007,65,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.8203,123.998
2008,55,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.813,123.104
2005,70,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.838,126.216
2005,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6185,101.337
2008,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5799,97.503
2007,29,4. Divorced,4. Other,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7456,115.08
2008,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8647,129.626
2004,66,4. Divorced,4. Other,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8704,130.367
2005,76,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9395,139.701
2005,76,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,5.0411,154.639
2008,79,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.621,101.592
2003,33,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0104,149.961
2008,63,4. Divorced,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9889,146.77
2003,61,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7903,120.334
2008,33,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7253,112.765
2006,33,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7904,120.348
2006,71,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5859,98.095
2007,19,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5597,95.559
2008,25,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6361,103.142
2006,51,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6757,107.313
2009,75,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.1954,66.382
2007,47,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.801,121.626
2003,44,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.1563,63.836
2006,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7862,119.842
2007,65,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7429,114.763
2005,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5553,95.131
2003,70,5. Separated,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9042,134.858
2007,32,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4236,83.399
2009,21,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.4618,86.648
2005,45,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8161,123.481
2009,34,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7926,120.611
2004,72,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5151,91.389
2008,77,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6716,106.867
2004,58,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.605,99.982
2007,30,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7893,120.217
2004,34,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7211,112.295
2009,71,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.8348,125.813
2008,25,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6528,104.879
2007,66,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5922,98.707
2009,55,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8097,122.695
2008,25,3. Widowed,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0375,154.087
2008,66,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,5.0035,148.941
2004,66,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5526,94.876
2009,31,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7635,117.158
2009,29,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6713,106.839
2006,76,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7786,118.934
2007,36,5. Separated,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7065,110.663
2004,27,1. Never Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3786,79.726
2009,62,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.3744,79.395
2006,27,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6792,107.684
2009,20,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3834,80.109
2003,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5446,94.127
2009,22,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5061,90.566
2006,20,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.6596,105.59
2006,48,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.607,100.186
2009,42,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6335,102.871
2004,23,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4747,87.766
2008,20,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6227,101.773
2004,67,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8062,122.261
2006,26,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.91,135.634
2003,20,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7312,113.437
2004,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6058,100.068
2005,79,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8795,131.571
2006,42,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7925,120.602
2004,67,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6453,104.095
2005,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5726,96.795
2003,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.1164,61.339
2004,70,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9047,134.916
2007,76,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7841,119.592
2007,28,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8269,124.826
2008,43,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3635,78.534
2006,25,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,3.9481,51.838
2007,41,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.778,118.864
2005,37,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.4531,85.893
2008,20,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5882,98.321
2003,27,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5576,95.357
2009,55,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8288,125.06
2009,61,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6645,106.114
2007,39,3. Widowed,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.615,100.988
2003,71,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7587,116.598
2009,65,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6455,104.118
2009,26,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5086,90.796
2006,49,3. Widowed,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.86,129.025
2007,79,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6992,109.861
2006,45,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6995,109.896
2006,20,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7793,119.018
2009,39,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7915,120.482
2003,42,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7131,111.4
2009,21,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9689,143.87
2009,72,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8803,131.676
2009,40,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.33,75.947
2008,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.2699,71.515
2004,59,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5312,92.874
2003,53,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.0784,59.053
2009,43,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.0274,56.116
2003,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.4315,84.062
2009,26,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4934,89.428
2005,40,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.674,107.128
2006,73,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8718,130.56
2006,24,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0038,148.98
2003,23,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4993,89.958
